title	authors	journal	year	pmid	pmcid	doi
Novel machine learning models to predict endocrine disruption activity for high-throughput chemical screening.	Collins SP, Barton-Maclaren TS.	Frontiers in toxicology	2022	36204696	PMC9530987	10.3389/ftox.2022.981928
Improved Training Efficiency for Retinopathy of Prematurity Deep Learning Models Using Comparison versus Class Labels.	Hanif A, Yıldız İ, Tian P, Kalkanlı B, Erdoğmuş D, Ioannidis S, Dy J, Kalpathy-Cramer J, Ostmo S, Jonas K, Chan RVP, Chiang MF, Campbell JP.	Ophthalmology science	2022	36249702	PMC9560533	10.1016/j.xops.2022.100122
Multiclass characterization of frontotemporal dementia variants via multimodal brain network computational inference.	Gonzalez-Gomez R, Ibañez A, Moguilner S.	Network neuroscience (Cambridge, Mass.)	2023	37333999	PMC10270711	10.1162/netn_a_00285
AI diagnostics in bone oncology for predicting bone metastasis in lung cancer patients using DenseNet-264 deep learning model and radiomics.	Zeng T, Chen Y, Zhu D, Huang Y, Huang Y, Chen Y, Shi J, Ding B, Huang J.	Journal of bone oncology	2024	39399584	PMC11470571	10.1016/j.jbo.2024.100640
GeNetOntology: identifying affected gene ontology terms via grouping, scoring, and modeling of gene expression data utilizing biological knowledge-based machine learning.	Ersoz NS, Bakir-Gungor B, Yousef M.	Frontiers in genetics	2023	37671046	PMC10476493	10.3389/fgene.2023.1139082
A CNN-aided method to predict glaucoma progression using DARC (Detection of Apoptosing Retinal Cells).	Normando EM, Yap TE, Maddison J, Miodragovic S, Bonetti P, Almonte M, Mohammad NG, Ameen S, Crawley L, Ahmed F, Bloom PA, Cordeiro MF.	Expert review of molecular diagnostics	2020	32310684	PMC7115906	10.1080/14737159.2020.1758067
Comprehensive ethological analysis of fear expression in rats using DeepLabCut and SimBA machine learning model.	Chanthongdee K, Fuentealba Y, Wahlestedt T, Foulhac L, Kardash T, Coppola A, Heilig M, Barbier E.	Frontiers in behavioral neuroscience	2024	39148895	PMC11324570	10.3389/fnbeh.2024.1440601
Two-Step Transfer Learning Improves Deep Learning-Based Drug Response Prediction in Small Datasets: A Case Study of Glioblastoma.	Ju J, Ntafoulis I, Klein M, Jt Reinders M, Lamfers M, P Stubbs A, Li Y.	Bioinformatics and biology insights	2025	39763506	PMC11700395	10.1177/11779322241301507
Growth adaptability and stability in <i>Catalpa bungei</i> clones: the role of genetics and environment.	Xiao Y, Wang Z, Wang J, Yun H, Ling J, Zhai W, Zhao K, Yu X, Ma W.	Forestry research	2025	40028426	PMC11870305	10.48130/forres-0025-0003
An easy numeric data augmentation method for early-stage COVID-19 tweets exploration of participatory dynamics of public attention and news coverage.	Chen Y, Zhang Z.	Information processing & management	2022	36061343	PMC9420706	10.1016/j.ipm.2022.103073
Robust data-driven identification of risk factors and their interactions: A simulation and a study of parental and demographic risk factors for schizophrenia.	Gyllenberg D, McKeague IW, Sourander A, Brown AS.	International journal of methods in psychiatric research	2020	32520440	PMC7723216	10.1002/mpr.1834
Development of Novel Artificial Intelligence to Detect the Presence of Clinically Meaningful Coronary Atherosclerotic Stenosis in Major Branch from Coronary Angiography Video.	Yabushita H, Goto S, Nakamura S, Oka H, Nakayama M, Goto S.	Journal of atherosclerosis and thrombosis	2021	33012741	PMC8326176	10.5551/jat.59675
Improving breast cancer diagnostics with deep learning for MRI.	Witowski J, Heacock L, Reig B, Kang SK, Lewin A, Pysarenko K, Patel S, Samreen N, Rudnicki W, Łuczyńska E, Popiela T, Moy L, Geras KJ.	Science translational medicine	2022	36170446	PMC10323699	10.1126/scitranslmed.abo4802
Large-Scale Discovery of Microbial Fibrillar Adhesins and Identification of Novel Members of Adhesive Domain Families.	Monzon V, Bateman A.	Journal of bacteriology	2022	35608365	PMC9210967	10.1128/jb.00107-22
Profiling Disease and Economic Burden in CRSwNP Using Machine Learning.	Bhattacharyya N, Silver J, Bogart M, Kponee-Shovein K, Cheng WY, Cheng M, Cheung HC, Duh MS, Hahn B.	Journal of asthma and allergy	2022	36211639	PMC9532264	10.2147/jaa.s378469
Efficacy of an Artificial Intelligence App (Aysa) in Dermatological Diagnosis: Cross-Sectional Analysis.	Marri SS, Albadri W, Hyder MS, Janagond AB, Inamadar AC.	JMIR dermatology	2024	38954807	PMC11252620	10.2196/48811
Comparing image normalization techniques in an end-to-end model for automated modic changes classification from MRI images.	Cina A, Haschtmann D, Damopoulos D, Gerber N, Loibl M, Fekete T, Kleinstück F, Galbusera F.	Brain & spine	2024	38510635	PMC10951698	10.1016/j.bas.2023.102738
Classification of subtask types and skill levels in robot-assisted surgery using EEG, eye-tracking, and machine learning.	Shafiei SB, Shadpour S, Mohler JL, Kauffman EC, Holden M, Gutierrez C.	Surgical endoscopy	2024	39039296	PMC11362185	10.1007/s00464-024-11049-6
Cervical lesion assessment using real-time microendoscopy image analysis in Brazil: The CLARA study.	Hunt B, Fregnani JHTG, Brenes D, Schwarz RA, Salcedo MP, Possati-Resende JC, Antoniazzi M, de Oliveira Fonseca B, Santana IVV, de Macêdo Matsushita G, Castle PE, Schmeler KM, Richards-Kortum R.	International journal of cancer	2021	33811763	PMC8815862	10.1002/ijc.33543
Multiplexed molecular imaging with surface enhanced resonance Raman scattering nanoprobes reveals immunotherapy response in mice <i>via</i> multichannel image segmentation.	Andreou C, Plakas K, Berisha N, Gigoux M, Rosch LE, Mirsafavi R, Oseledchyk A, Pal S, Zamarin D, Merghoub T, Detty MR, Kircher MF.	Nanoscale horizons	2022	36285605	PMC10360075	10.1039/d2nh00331g
Feature-based classifiers for somatic mutation detection in tumour-normal paired sequencing data.	Ding J, Bashashati A, Roth A, Oloumi A, Tse K, Zeng T, Haffari G, Hirst M, Marra MA, Condon A, Aparicio S, Shah SP.	Bioinformatics (Oxford, England)	2012	22084253	PMC3259434	10.1093/bioinformatics/btr629
Discriminant analysis of longitudinal cortical thickness changes in Alzheimer's disease using dynamic and network features.	Li Y, Wang Y, Wu G, Shi F, Zhou L, Lin W, Shen D, Alzheimer's Disease Neuroimaging Initiative.	Neurobiology of aging	2012	21272960	PMC3086988	10.1016/j.neurobiolaging.2010.11.008
Identification of antibiotic resistance and virulence-encoding factors in Klebsiella pneumoniae by Raman spectroscopy and deep learning.	Lu J, Chen J, Liu C, Zeng Y, Sun Q, Li J, Shen Z, Chen S, Zhang R.	Microbial biotechnology	2022	34843635	PMC8966003	10.1111/1751-7915.13960
High-content, label-free analysis of proplatelet production from megakaryocytes.	French SL, Vijey P, Karhohs KW, Wilkie AR, Horin LJ, Ray A, Posorske B, Carpenter AE, Machlus KR, Italiano JE.	Journal of thrombosis and haemostasis : JTH	2020	32662223	PMC7988437	10.1111/jth.15012
A cross-language speech model for detection of Parkinson's disease.	Lim WS, Chiu SI, Peng PL, Jang JR, Lee SH, Lin CH, Kim HJ.	Journal of neural transmission (Vienna, Austria : 1996)	2025	39739129	PMC11909049	10.1007/s00702-024-02874-z
Automatic Segmentation of the Fetus in 3D Magnetic Resonance Images Using Deep Learning: Accurate and Fast Fetal Volume Quantification for Clinical Use.	Ryd D, Nilsson A, Heiberg E, Hedström E.	Pediatric cardiology	2023	36334112	PMC10293340	10.1007/s00246-022-03038-0
Identifying factors associated with locomotive syndrome using machine learning methods: The third survey of the research on osteoarthritis/osteoporosis against disability study.	Nakahara E, Iidaka T, Chiba A, Kurasawa H, Fujino A, Shiomi N, Maruyama H, Horii C, Muraki S, Oka H, Kawaguchi H, Nakamura K, Akune T, Tanaka S, Yoshimura N.	Geriatrics & gerontology international	2024	38943538	PMC11503583	10.1111/ggi.14923
Machine Learning to Predict Interstage Mortality Following Single Ventricle Palliation: A NPC-QIC Database Analysis.	Sunthankar SD, Zhao J, Wei WQ, Hill GD, Parra DA, Kohl K, McCoy A, Jayaram NM, Godown J.	Pediatric cardiology	2023	36820914	PMC10627450	10.1007/s00246-023-03130-z
Gray Matter Volume as Evidence for Cognitive Reserve in Bilinguals With Mild Cognitive Impairment.	Calvo N, Anderson JAE, Berkes M, Freedman M, Craik FIM, Bialystok E.	Alzheimer disease and associated disorders	2023	36821175	PMC10128621	10.1097/wad.0000000000000549
A machine learning based approach to identify carotid subclinical atherosclerosis endotypes.	Chen QS, Bergman O, Ziegler L, Baldassarre D, Veglia F, Tremoli E, Strawbridge RJ, Gallo A, Pirro M, Smit AJ, Kurl S, Savonen K, Lind L, Eriksson P, Gigante B.	Cardiovascular research	2023	37475157	PMC10730242	10.1093/cvr/cvad106
A neural network for prediction of risk of nosocomial infection at intensive care units: a didactic preliminary model.	Nistal-Nuño B.	Einstein (Sao Paulo, Brazil)	2020	33237246	PMC7664827	10.31744/einstein_journal/2020ao5480
Prediction of cardiovascular outcomes with machine learning techniques: application to the Cardiovascular Outcomes in Renal Atherosclerotic Lesions (CORAL) study.	Chen T, Brewster P, Tuttle KR, Dworkin LD, Henrich W, Greco BA, Steffes M, Tobe S, Jamerson K, Pencina K, Massaro JM, D'Agostino RB, Cutlip DE, Murphy TP, Cooper CJ, Shapiro JI.	International journal of nephrology and renovascular disease	2019	30962703	PMC6433104	10.2147/ijnrd.s194727
Random forest approach for determining risk prediction and predictive factors of type 2 diabetes: large-scale health check-up data in Japan.	Ooka T, Johno H, Nakamoto K, Yoda Y, Yokomichi H, Yamagata Z.	BMJ nutrition, prevention & health	2021	34308121	PMC8258057	10.1136/bmjnph-2020-000200
Precision Adverse Drug Reactions Prediction with Heterogeneous Graph Neural Network.	Gao Y, Zhang X, Sun Z, Chandak P, Bu J, Wang H.	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	2024	39630592	PMC11775569	10.1002/advs.202404671
[Development and validation of an automatic diagnostic tool for lumbar stability based on deep learning].	Hu H, Wang X, Yang H, Zhang J, Li K, Zeng J.	Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery	2023	36708120	PMC9883648	10.7507/1002-1892.202209058
Predicting over-the-counter antibiotic use in rural Pune, India, using machine learning methods.	Sawant PA, Hiralkar SS, Hulsurkar YP, Phutane MS, Mahajan US, Kudale AM.	Epidemiology and health	2024	38637971	PMC11417445	10.4178/epih.e2024044
Predicting colorectal cancer microsatellite instability with a self-attention-enabled convolutional neural network.	Chang X, Wang J, Zhang G, Yang M, Xi Y, Xi C, Chen G, Nie X, Meng B, Quan X.	Cell reports. Medicine	2023	36720223	PMC9975100	10.1016/j.xcrm.2022.100914
Toward generalizable prediction of antibody thermostability using machine learning on sequence and structure features.	Harmalkar A, Rao R, Richard Xie Y, Honer J, Deisting W, Anlahr J, Hoenig A, Czwikla J, Sienz-Widmann E, Rau D, Rice AJ, Riley TP, Li D, Catterall HB, Tinberg CE, Gray JJ, Wei KY.	mAbs	2023	36683173	PMC9872953	10.1080/19420862.2022.2163584
Identification of Prognostic Genes in Neuroblastoma in Children by Weighted Gene Coexpression Network Analysis.	Yang J, Zhang Y, Zhou J, Wang S.	Biochemistry research international	2021	34354842	PMC8331277	10.1155/2021/9987990
Prediction of Prostate Cancer From Routine Laboratory Markers With Automated Machine Learning.	Satır A, Üstündağ Y, Yeşil MR, Huysal K.	Journal of clinical laboratory analysis	2025	39828871	PMC11821719	10.1002/jcla.25143
Exploring convolutional neural networks and spatial video for on-the-ground mapping in informal settlements.	Ajayakumar J, Curtis AJ, Rouzier V, Pape JW, Bempah S, Alam MT, Alam MM, Rashid MH, Ali A, Morris JG.	International journal of health geographics	2021	33494756	PMC7831241	10.1186/s12942-021-00259-z
Predictors of pharmacotherapy outcomes for body dysmorphic disorder: a machine learning approach.	Curtiss JE, Bernstein EE, Wilhelm S, Phillips KA.	Psychological medicine	2023	35000652	PMC9836197	10.1017/s0033291721005390
Supporting the decision to perform molecular profiling for cancer patients based on routinely collected data through the use of machine learning.	Kasprzak J, Westphalen CB, Frey S, Schmitt Y, Heinemann V, Fey T, Nasseh D.	Clinical and experimental medicine	2024	38598013	PMC11006770	10.1007/s10238-024-01336-w
NVAS: A non-interactive verifiable federated learning aggregation scheme for COVID-19 based on game theory.	Deng H, Hu J, Sharma R, Mo M, Ren Y.	Computer communications	2023	37139177	PMC10140058	10.1016/j.comcom.2023.04.026
Using handpicked features in conjunction with ResNet-50 for improved detection of COVID-19 from chest X-ray images.	Rajpal S, Lakhyani N, Singh AK, Kohli R, Kumar N.	Chaos, solitons, and fractals	2021	33589854	PMC7874964	10.1016/j.chaos.2021.110749
INTEGRATING PROSTATE SPECIFIC ANTIGEN DENSITY BIOMARKER INTO DEEP LEARNING PROSTATE MRI LESION SEGMENTATION MODELS.	Zhong J, Staib LH, Venkataraman R, Onofrey JA.	Proceedings. IEEE International Symposium on Biomedical Imaging	2023	38090633	PMC10711801	10.1109/isbi53787.2023.10230418
Gaming behavior and brain activation using functional near-infrared spectroscopy, Iowa gambling task, and machine learning techniques.	Kornev D, Nwoji S, Sadeghian R, Esmaili Sardari S, Dashtestani H, He Q, Gandjbakhche A, Aram S.	Brain and behavior	2022	35290722	PMC9015002	10.1002/brb3.2536
Brain Neural Progenitors are New Predictive Biomarkers for Breast Cancer Hormonotherapy.	Basseville A, Cordier C, Ben Azzouz F, Gouraud W, Lasla H, Panloup F, Campone M, Jézéquel P.	Cancer research communications	2022	36923306	PMC10010318	10.1158/2767-9764.crc-21-0090
Classification algorithms for predicting sleepiness and sleep apnea severity.	Eiseman NA, Westover MB, Mietus JE, Thomas RJ, Bianchi MT.	Journal of sleep research	2012	21752133	PMC3698244	10.1111/j.1365-2869.2011.00935.x
Evaluating large language models for selection of statistical test for research: A pilot study.	Mondal H, Mondal S, Mittal P.	Perspectives in clinical research	2024	39583915	PMC11584160	10.4103/picr.picr_275_23
Identification and optimization of relevant factors for chronic kidney disease in abdominal obesity patients by machine learning methods: insights from NHANES 2005-2018.	Deng X, Ma L, Li P, He M, Jin R, Tao Y, Cao H, Gao H, Zhou W, Lu K, Chen X, Li W, Zhou H.	Lipids in health and disease	2024	39593076	PMC11590401	10.1186/s12944-024-02384-7
2021 update to HIV-TRePS: a highly flexible and accurate system for the prediction of treatment response from incomplete baseline information in different healthcare settings.	Revell AD, Wang D, Perez-Elias MJ, Wood R, Cogill D, Tempelman H, Hamers RL, Reiss P, van Sighem A, Rehm CA, Agan B, Alvarez-Uria G, Montaner JSG, Lane HC, Larder BA, RDI study group.	The Journal of antimicrobial chemotherapy	2021	33792714	PMC8212763	10.1093/jac/dkab078
An ensemble deep learning models approach using image analysis for cotton crop classification in AI-enabled smart agriculture.	Shahid MF, Khanzada TJS, Aslam MA, Hussain S, Baowidan SA, Ashari RB.	Plant methods	2024	39004764	PMC11246586	10.1186/s13007-024-01228-w
Machine learning natural language processing for identifying venous thromboembolism: systematic review and meta-analysis.	Lam BD, Chrysafi P, Chiasakul T, Khosla H, Karagkouni D, McNichol M, Adamski A, Reyes N, Abe K, Mantha S, Vlachos IS, Zwicker JI, Patell R.	Blood advances	2024	38522096	PMC11215191	10.1182/bloodadvances.2023012200
Machine Learning and Statistical Models to Predict Postpartum Hemorrhage.	Venkatesh KK, Strauss RA, Grotegut CA, Heine RP, Chescheir NC, Stringer JSA, Stamilio DM, Menard KM, Jelovsek JE.	Obstetrics and gynecology	2020	32168227	PMC7236480	10.1097/aog.0000000000003759
Extending approximate Bayesian computation with supervised machine learning to infer demographic history from genetic polymorphisms using DIYABC Random Forest.	Collin FD, Durif G, Raynal L, Lombaert E, Gautier M, Vitalis R, Marin JM, Estoup A.	Molecular ecology resources	2021	33950563	PMC8596733	10.1111/1755-0998.13413
