title	authors	journal	year	pmid	pmcid	doi
Applications of Next-Generation Sequencing Technologies and Statistical Tools in Identifying Pathways and Biomarkers for Heat Tolerance in Livestock.	Kalaignazhal G, Sejian V, Velayudhan SM, Mishra C, Rebez EB, Chauhan SS, DiGiacomo K, Lacetera N, Dunshea FR.	Veterinary sciences	2024	39728955	PMC11680151	10.3390/vetsci11120616
Development of a patient-centred intervention to improve knowledge and understanding of antibiotic therapy in secondary care.	Rawson TM, Moore LSP, Castro-Sanchez E, Charani E, Hernandez B, Alividza V, Husson F, Toumazou C, Ahmad R, Georgiou P, Holmes AH.	Antimicrobial resistance and infection control	2018	29568516	PMC5859655	10.1186/s13756-018-0333-1
Deep learning tools to accelerate antibiotic discovery.	Cesaro A, Bagheri M, Torres M, Wan F, de la Fuente-Nunez C.	Expert opinion on drug discovery	2023	37794737	PMC10790350	10.1080/17460441.2023.2250721
Forward Modeling of Coronal Mass Ejection Flux Ropes in the Inner Heliosphere with 3DCORE.	Möstl C, Amerstorfer T, Palmerio E, Isavnin A, Farrugia CJ, Lowder C, Winslow RM, Donnerer JM, Kilpua EKJ, Boakes PD.	Space weather : the international journal of research & applications	2018	29780287	PMC5947730	10.1002/2017sw001735
Differential impacts of healthy cognitive aging on directed and random exploration.	Mizell JM, Wang S, Frisvold A, Alvarado L, Farrell-Skupny A, Keung W, Phelps CE, Sundman MH, Franchetti MK, Chou YH, Alexander GE, Wilson RC.	Psychology and aging	2024	38358695	PMC10871551	10.1037/pag0000791
Can Nursing Drive Technological Advances in Healthcare in the Asia-Pacific?	Pepito JAT, Locsin RC.	Asian/Pacific Island nursing journal	2018	31037267	PMC6484147	10.31372/20180304.1022
Effects of forced movements on learning: Findings from a choice reaction time task in rats.	Kaneko H, Sano H, Hasegawa Y, Tamura H, Suzuki SS.	Learning & behavior	2017	28091814	PMC5429386	10.3758/s13420-016-0255-9
Magnetic resonance imaging-based machine learning classification of schizophrenia spectrum disorders: a meta-analysis.	Di Camillo F, Grimaldi DA, Cattarinussi G, Di Giorgio A, Locatelli C, Khuntia A, Enrico P, Brambilla P, Koutsouleris N, Sambataro F.	Psychiatry and clinical neurosciences	2024	39290174	PMC11612547	10.1111/pcn.13736
Optimizing the use of biologgers for movement ecology research.	Williams HJ, Taylor LA, Benhamou S, Bijleveld AI, Clay TA, de Grissac S, Demšar U, English HM, Franconi N, Gómez-Laich A, Griffiths RC, Kay WP, Morales JM, Potts JR, Rogerson KF, Rutz C, Spelt A, Trevail AM, Wilson RP, Börger L.	The Journal of animal ecology	2020	31424571	PMC7041970	10.1111/1365-2656.13094
Circadian regulation of pulmonary disease: the importance of timing.	Cunningham PS, Jackson C, Chakraborty A, Cain J, Durrington HJ, Blaikley JF.	Clinical science (London, England : 1979)	2023	37314017	PMC10272937	10.1042/cs20220061
Latent profiles and predictors of barriers to care in Swiss children and adolescents with rare diseases.	Wehrli S, Baumgartner MR, Dwyer AA, Landolt MA.	Journal of pediatric psychology	2024	39315918	PMC11812576	10.1093/jpepsy/jsae076
AdipoGauge software for analysis of biological microscopic images.	Yosofvand M, Liyanage S, Kalupahana NS, Scoggin S, Moustaid-Moussa N, Moussa H.	Adipocyte	2020	32654628	PMC7469447	10.1080/21623945.2020.1787583
Surface electromyographic control of a novel phonemic interface for speech synthesis.	Cler GJ, Nieto-Castañón A, Guenther FH, Fager SK, Stepp CE.	Augmentative and alternative communication (Baltimore, Md. : 1985)	2016	27141992	PMC4957551	10.3109/07434618.2016.1170205
Chronic subordination stress selectively downregulates the insulin signaling pathway in liver and skeletal muscle but not in adipose tissue of male mice.	Sanghez V, Cubuk C, Sebastián-Leon P, Carobbio S, Dopazo J, Vidal-Puig A, Bartolomucci A.	Stress (Amsterdam, Netherlands)	2016	26946982	PMC4841025	10.3109/10253890.2016.1151491
Implementing a clinical scientist-led screening clinic for hypertrophic and dilated cardiomyopathies.	Draper J, Bastiaenen R, Carr-White G, Bueser T, Webb J, Evans C, Nuthoo S, Sheikh N.	Echo research and practice	2024	38627858	PMC11022456	10.1186/s44156-024-00045-0
Ethics and the Future of Meaningful Work: Introduction to the Special Issue.	Lysova EI, Tosti-Kharas J, Michaelson C, Fletcher L, Bailey C, McGhee P.	Journal of business ethics : JBE	2023	37359797	PMC10107557	10.1007/s10551-023-05345-9
Exact Tile-Based Segmentation Inference for Images Larger than GPU Memory.	Possolo M, Bajcsy P.	Journal of research of the National Institute of Standards and Technology	2021	39015626	PMC10914126	10.6028/jres.126.009
Survivorship in ICU patients undergoing tracheostomy for respiratory failure: from triggers to interprofessional team-based care.	Brenner MJ, Morrison M, Pandian V.	Trauma surgery & acute care open	2024	38274025	PMC10806454	10.1136/tsaco-2023-001335
Ability of crime, demographic and business data to forecast areas of increased violence.	Bowen DA, Mercer Kollar LM, Wu DT, Fraser DA, Flood CE, Moore JC, Mays EW, Sumner SA.	International journal of injury control and safety promotion	2018	29792563	PMC6343653	10.1080/17457300.2018.1467461
A Short Review on Advances in Early Diagnosis and Treatment of Ischemic Stroke.	Sun B, Wang Z.	Galen medical journal	2023	39430040	PMC11491119	10.31661/gmj.v12i0.2993
A dynamic optimal control model for COVID-19 and cholera co-infection in Yemen.	Hezam IM, Foul A, Alrasheedi A.	Advances in difference equations	2021	33613669	PMC7883970	10.1186/s13662-021-03271-6
Personalised nutrition technologies: a new paradigm for dietetic practice and training in a digital transformation era.	Abrahams M, Matusheski NV.	Journal of human nutrition and dietetics : the official journal of the British Dietetic Association	2020	32173947	PMC7317901	10.1111/jhn.12746
A Novel Feature Selection Approach Based on Tree Models for Evaluating the Punching Shear Capacity of Steel Fiber-Reinforced Concrete Flat Slabs.	Lu S, Koopialipoor M, Asteris PG, Bahri M, Armaghani DJ.	Materials (Basel, Switzerland)	2020	32899331	PMC7503283	10.3390/ma13173902
Unprecedented opportunities for a transformational change.	Altimier L, Boyle B.	Journal of neonatal nursing : JNN	2021	33967584	PMC8085761	10.1016/j.jnn.2021.04.001
Geodesign in the era of artificial intelligence.	Ye X, Huang T, Song Y, Li X, Newman G, Lin Z, Wu DJ.	Frontiers of urban and rural planning	2025	40061055	PMC11889042	10.1007/s44243-025-00054-5
Evaluating the potential utility of three-dimensional printed models in preoperative planning and patient consent in gastrointestinal cancer surgery.	Povey M, Powell S, Howes N, Vimalachandran D, Sutton P.	Annals of the Royal College of Surgeons of England	2021	34464578	PMC10335059	10.1308/rcsann.2020.7102
Three Problems With Current Digital Mental Health Research . . . and Three Things We Can Do About Them.	Mohr DC, Weingardt KR, Reddy M, Schueller SM.	Psychiatric services (Washington, D.C.)	2017	28412890	PMC6903906	10.1176/appi.ps.201600541
Analysis of the proteome of intracellular Shigella flexneri reveals pathways important for intracellular growth.	Pieper R, Fisher CR, Suh MJ, Huang ST, Parmar P, Payne SM.	Infection and immunity	2013	24101689	PMC3837999	10.1128/iai.00975-13
Industrialization of Developing Economies in the Global Economy with an Infectious Disease.	Sato H.	The Developing economies	2021	34230676	PMC8251021	10.1111/deve.12280
The Lived Experience of Play and How It Relates to Psychological Wellbeing: An Interpretive Phenomenological Analysis (IPA) Study Amongst Undergraduate Students from Medicine, Nursing, and Allied Health Professions' Programmes in the United Kingdom.	Rylance-Graham R.	Nursing research and practice	2024	38601101	PMC11006506	10.1155/2024/7871499
Accelerating defect analysis of solar cells via machine learning of the modulated transient photovoltage.	Li Y, Li Y, Shi J, Lou L, Xu X, Cui Y, Wu J, Li D, Luo Y, Wu H, Shen Q, Meng Q.	Fundamental research	2024	39734539	PMC11670673	10.1016/j.fmre.2023.02.002
Impact of STEMI Diagnosis and Catheterization Laboratory Activation Systems on Sex- and Age-Based Differences in Treatment Delay.	Pacheco C, Boivin-Proulx LA, Bastiany A, Matteau A, Mansour S, Gobeil F, Simion OM, Kokis A, Bairey Merz CN, Potter BJ.	CJC open	2021	34169251	PMC8209393	10.1016/j.cjco.2021.01.009
Inflammation appears as high Prostate Imaging-Reporting and Data System scores on prostate magnetic resonance imaging (MRI) leading to false positive MRI fusion biopsy.	Rourke E, Sunnapwar A, Mais D, Kukkar V, DiGiovanni J, Kaushik D, Liss MA.	Investigative and clinical urology	2019	31501802	PMC6722401	10.4111/icu.2019.60.5.388
Emerging nanoprobes for the features visualization of vulnerable atherosclerotic plaques.	Wang X, Mu D, Liang J, Xin R, Zhang Y, Liu R, Yao M, Zhang B.	Smart medicine	2024	39776593	PMC11669784	10.1002/smmd.20240033
Accelerating supply chains with Ant Colony Optimization across a range of hardware solutions.	Dzalbs I, Kalganova T.	Computers & industrial engineering	2020	32834426	PMC7323691	10.1016/j.cie.2020.106610
Negative pressure wound therapy: experience in 45 dogs.	Pitt KA, Stanley BJ.	Veterinary surgery : VS	2014	24512302	PMC5026415	10.1111/j.1532-950x.2014.12155.x
Climate Change Preparedness: Comparing Future Urban Growth and Flood Risk in Amsterdam and Houston.	Kim Y, Newman G.	Sustainability	2019	30809384	PMC6387741	10.3390/su11041048
Making Fixed-Precision Between-Item Multidimensional Computerized Adaptive Tests Even Shorter by Reducing the Asymmetry Between Selection and Stopping Rules.	Braeken J, Paap MCS.	Applied psychological measurement	2020	34393302	PMC7495795	10.1177/0146621620932666
Adapting artificial intelligence into the evolution of pharmaceutical sciences and publishing: Technological darwinism.	Davies NM.	Journal of pharmacy & pharmaceutical sciences : a publication of the Canadian Society for Pharmaceutical Sciences, Societe canadienne des sciences pharmaceutiques	2023	37034476	PMC10075305	10.3389/jpps.2023.11349
Advancements in NSCLC: From Pathophysiological Insights to Targeted Treatments.	Xu J, Tian L, Qi W, Lv Q, Wang T.	American journal of clinical oncology	2024	38375734	PMC11107893	10.1097/coc.0000000000001088
Prognostic and Predictive Immunohistochemistry-Based Biomarkers in Cancer and Immunotherapy.	Rizk EM, Gartrell RD, Barker LW, Esancy CL, Finkel GG, Bordbar DD, Saenger YM.	Hematology/oncology clinics of North America	2019	30833001	PMC6497069	10.1016/j.hoc.2018.12.005
Pseudomyxoma Peritonei in a Case of Carcinoma Cervix: Subtle Finding With Implications on Management and Prognosis.	Kumari S, Singh S.	Case reports in oncological medicine	2024	39119196	PMC11309810	10.1155/2024/3066063
Intelligent Diagnostic Assistant for Complicated Skin Diseases through C5's Algorithm.	Jeddi FR, Arabfard M, Kermany ZA.	Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia & Herzegovina : casopis Drustva za medicinsku informatiku BiH	2017	29114111	PMC5639897	10.5455/aim.2017.25.182-186
Evolutionary aspects of reservoir computing.	Seoane LF.	Philosophical transactions of the Royal Society of London. Series B, Biological sciences	2019	31006369	PMC6553587	10.1098/rstb.2018.0377
Optical coherence tomography angiography in diabetic retinopathy.	Waheed NK, Rosen RB, Jia Y, Munk MR, Huang D, Fawzi A, Chong V, Nguyen QD, Sepah Y, Pearce E.	Progress in retinal and eye research	2023	37499857	PMC11268430	10.1016/j.preteyeres.2023.101206
Spectral unmixing of hyperspectral images revealed pine wilt disease sensitive endmembers.	Jeong SW, Lee IH, Kim YG, Kang KS, Shim D, Hurry V, Ivanov AG, Park YI.	Physiologia plantarum	2025	39894933	PMC11911716	10.1111/ppl.70090
Global Research on Osteoarthritis During 1994-2023: A Scientometric Assessment of Publications and Citations.	Vaishya R, Gupta BM, Mamdapur GMN, Kappi MM, Vaish A.	Indian journal of orthopaedics	2024	38812866	PMC11130104	10.1007/s43465-024-01111-9
Performance reporting design in artificial intelligence studies using image-based TNM staging and prognostic parameters in rectal cancer: a systematic review.	Kim M, Park T, Oh BY, Kim MJ, Cho BJ, Son IT.	Annals of coloproctology	2024	38414120	PMC10915525	10.3393/ac.2023.00892.0127
Bioelectronic Medicine: a multidisciplinary roadmap from biophysics to precision therapies.	González-González MA, Conde SV, Latorre R, Thébault SC, Pratelli M, Spitzer NC, Verkhratsky A, Tremblay MÈ, Akcora CG, Hernández-Reynoso AG, Ecker M, Coates J, Vincent KL, Ma B.	Frontiers in integrative neuroscience	2024	38440417	PMC10911101	10.3389/fnint.2024.1321872
Does workplace social capital buffer the effects of job stress? A cross-sectional, multilevel analysis of cigarette smoking among U.S. manufacturing workers.	Sapp AL, Kawachi I, Sorensen G, LaMontagne AD, Subramanian SV.	Journal of occupational and environmental medicine	2010	20595910	PMC2930819	10.1097/jom.0b013e3181e80842
Filamentous fungi as emerging cell factories for the production of aromatic compounds.	Umashankar P, Nygård Y.	Fungal biology and biotechnology	2024	39543771	PMC11566741	10.1186/s40694-024-00188-z
Microglia-specific knock-out of NF-κB/IKK2 increases the accumulation of misfolded α-synuclein through the inhibition of p62/sequestosome-1-dependent autophagy in the rotenone model of Parkinson's disease.	Rocha SM, Kirkley KS, Chatterjee D, Aboellail TA, Smeyne RJ, Tjalkens RB.	Glia	2023	37199240	PMC10330367	10.1002/glia.24385
Assessment and Therapy Goal Planning Using Free Computerized Language Analysis Software.	Ratner NB, MacWhinney B.	Perspectives of the ASHA special interest groups	2023	37229359	PMC10207730	10.1044/2022_persp-22-00156
McDAPS: A multi-channel physiological signals display and analysis system for clinical researchers.	Thuptimdang W, Chalacheva P, Coates TD, Khoo MCK.	SoftwareX	2023	38009083	PMC10673622	10.1016/j.softx.2023.101482
Novel machine learning approaches revolutionize protein knowledge.	Bordin N, Dallago C, Heinzinger M, Kim S, Littmann M, Rauer C, Steinegger M, Rost B, Orengo C.	Trends in biochemical sciences	2023	36504138	PMC10570143	10.1016/j.tibs.2022.11.001
Strategies for Improving and Evaluating Robot Registration Performance.	Van Wyk K, Marvel JA.	IEEE transactions on automation science and engineering : a publication of the IEEE Robotics and Automation Society	2018	31080373	PMC6508671	10.1109/tase.2017.2720478
A three-dimensional kinematic analysis of bipedal walking in a white-handed gibbon (Hylobates lar) on a horizontal pole and flat surface.	Fujiwara T, Ito K, Shitara T, Nakano Y.	Primates; journal of primatology	2025	39812879	PMC11861135	10.1007/s10329-024-01177-x
Mendelian Randomization Analysis in Observational Epidemiology.	Lee K, Lim CY.	Journal of lipid and atherosclerosis	2019	32821701	PMC7379124	10.12997/jla.2019.8.2.67
Multiple system atrophy: genetic or epigenetic?	Sturm E, Stefanova N.	Experimental neurobiology	2014	25548529	PMC4276800	10.5607/en.2014.23.4.277
Fr-PPIChem: An Academic Compound Library Dedicated to Protein-Protein Interactions.	Bosc N, Muller C, Hoffer L, Lagorce D, Bourg S, Derviaux C, Gourdel ME, Rain JC, Miller TW, Villoutreix BO, Miteva MA, Bonnet P, Morelli X, Sperandio O, Roche P.	ACS chemical biology	2020	32320205	PMC7399473	10.1021/acschembio.0c00179
Nachruf Prof. Dr. med. Michael Speicher.	Verheyen S, Heitzer E, Geigl J.	Medizinische Genetik : Mitteilungsblatt des Berufsverbandes Medizinische Genetik e.V	2023	38841550	PMC11006323	10.1515/medgen-2023-2063
Neurobehavioral phenotype of C57BL/6J mice prenatally and neonatally exposed to cigarette smoke.	Amos-Kroohs RM, Williams MT, Braun AA, Graham DL, Webb CL, Birtles TS, Greene RM, Vorhees CV, Pisano MM.	Neurotoxicology and teratology	2013	23314114	PMC3593942	10.1016/j.ntt.2013.01.001
